name,SpAbs_A,AATS4d,AATS6d,AATS7d,AATS8d,AATS0v,AATS3v,AATS5v,AATS6se,AATS1p,AATS7p,AATS8p,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,ATSC7dv,ATSC8dv,ATSC3d,ATSC4d,ATSC6d,ATSC7d,ATSC8s,ATSC1p,ATSC3p,ATSC4p,ATSC5p,ATSC7p,ATSC3i,ATSC4i,ATSC5i,ATSC7i,AATSC1d,AATSC8d,AATSC1m,AATSC3se,AATSC1i,MATS2c,MATS5c,MATS7c,MATS8c,MATS1dv,MATS2dv,MATS3dv,MATS4dv,MATS6dv,MATS2d,MATS1s,MATS2s,MATS8s,MATS2m,MATS8m,MATS8v,MATS1se,MATS5se,MATS6se,MATS7se,MATS2p,MATS6i,MATS8i,GATS1c,GATS3c,GATS4c,GATS5c,GATS7c,GATS8c,GATS1dv,GATS3dv,GATS5dv,GATS5d,GATS7d,GATS1s,GATS2s,GATS4s,GATS6s,GATS7s,GATS8s,GATS1Z,GATS3Z,GATS7Z,GATS2m,GATS5m,GATS8m,GATS6v,GATS1se,GATS3se,GATS1p,GATS1i,GATS3i,GATS4i,GATS7i,BCUTc-1l,BCUTd-1l,BCUTse-1l,BCUTp-1h,BCUTp-1l,BalabanJ,FPSA3,FPSA5,RNCS,RPCS,TPSA,C1SP2,C2SP2,C3SP2,C2SP3,Xch-4d,Xc-6d,Xc-6dv,Xpc-4dv,AXp-1d,AXp-2d,AXp-3d,AXp-1dv,AXp-7dv,NssCH2,NsssCH,NaasC,NssssC,NsssN,SaasC,SaaaC,SssssC,SaaN,MAXsCH3,MAXssssC,MAXaaN,MINssCH2,MINaaCH,MINsssCH,MINaaaC,MINssNH,ETA_shape_y,AETA_beta_s,ETA_beta_ns_d,ETA_eta_FL,ETA_dAlpha_B,ETA_dEpsilon_D,fragCpx,fMF,GeomPetitjeanIndex,GRAVH,nHBAcc,IC2,IC4,SIC3,BIC2,CIC1,MIC3,ZMIC3,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA6,SlogP_VSA8,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState9,MDEC-12,MDEC-13,MDEC-14,MDEC-23,MDEC-33,MDEN-23,MID_h,MID_N,AMID_N,MID_O,MOMI-Y,MOMI-Z,PBF,piPC4,bpol,n6Ring,n5HRing,n6aHRing,nARing,nRot,SLogP,GGI6,GGI10,JGI2,JGI3,JGI4,JGI5,JGI7,JGI8,JGI9,JGI10,PetitjeanIndex,SRW02,SRW10,TSRW10,pIC50
Mol_65,27.92750444,2.976470588,3.065789474,2.420454545,1.951219512,224.2438145,193.6731771,188.3944211,7.504747105,1.829397032,1.292877309,1.07770583,161.6584467,163.7591228,164.6668135,153.490047,159.7649733,166.3057124,-103.3933518,-46.98614958,6.488919668,4.184903047,-22.31578947,-15.96398892,-5.859341336,-0.670839279,0.917911642,0.325492328,4.111015961,-5.402076986,-9.420837068,-14.20366033,51.64227462,-21.86973082,0.240720222,-0.031230998,1.931753024,-0.001279497,-0.424791194,0.073936324,0.146045691,0.028447738,-0.005919999,0.421002295,0.243248181,0.175082887,0.074035735,-0.409143076,0.129971143,-0.024117225,0.14957744,-0.16645172,0.086490131,-0.164313977,-0.143102155,-0.028478071,0.058859809,-0.147060446,-0.078318377,0.004846495,-0.166348438,-0.001420067,1.524265325,1.321460824,1.378059876,1.017764104,0.766112465,0.694865023,0.447106924,0.845228987,1.225155147,1.31129764,1.166074962,0.856068516,0.811060534,1.011772087,0.938844327,1.059614789,1.180174784,0.788576459,0.884054326,1.219191284,0.837054886,0.929108117,1.173860233,1.251205423,0.906220933,1.142049142,1.08779067,1.420654645,1.097245772,1.106023099,1.107245926,-0.388557959,0.987662734,2.435521349,1.986052947,0.990414441,1.661867363,0.040016284,0.042905053,10.07519834,81.27415619,63.49316078,6,4,2,2,0,0,0,1.019785794,0.446747315,0.2853925,0.182997713,0.307100164,0.005453398,1,1,3,0,0,2.481685091,1.827056878,0,17.47058647,2.145217523,0,4.681296296,1.028938571,1.743952035,0.348662341,0.838069728,3.450188256,0.3,0.666666667,0.5,5.754236965,0.023809524,0.022510823,109.05,0.421052632,0.451673032,4165.804462,5,4.398857447,4.892407119,0.912197043,0.787625243,1.814097289,37.535183,22.88425717,5.316788604,9.967957042,9.967957042,6.9237372,31.54366003,35.58204725,11.71354429,5.817862778,5.824404498,26.31013685,5.316788604,11.38785599,5.316788604,25.97775491,0,0,42.98647549,22.29078092,0,0,11.86624533,28.70506082,0,24.78737429,18.19910121,39.10017709,0,17.47058647,4.439175406,1.785249906,1.534504913,8.047687783,0,2.750358477,2.980484216,0,14.25352333,6.332486322,0,10.25151776,10.25151776,0.488167513,0,2211.550341,1378.375361,0.663775412,5.375856944,22.184519,3,0,3,0,4,3.2972,0.387755102,0.012345679,0.064516129,0.033203125,0.035095785,0.026340996,0.01223545,0.008860334,0.00825,0.012345679,0.5,3.850147602,9.92068876,54.82094233,9
Mol_66,30.70234697,2.466257669,2.414012739,2.67768595,2.290322581,209.2800502,190.5290803,183.757373,7.176085121,1.793073764,1.362171985,1.250573285,155.9341232,168.408355,160.681882,163.9844971,159.9569166,160.0161915,-174.64,-136.36,9.728,7.8532,-1.6852,-23.3156,-7.115555556,-0.71452024,-9.523603662,11.69023856,-5.147183506,-3.743056484,-52.52688246,13.3113256,28.99167177,6.267669939,0.217169231,-0.182632258,1.8798818,-0.004119267,-0.331945207,0.13275245,-0.060626215,-0.038466998,0.017662638,0.492620751,0.175568617,0.16375969,0.250178342,0.095763591,-0.066673525,-0.094619768,0.368264926,-0.147137212,0.244034968,-0.220946139,-0.219710483,0.012223453,-0.188637385,0.167171891,-0.237237432,0.157339514,0.017119659,-0.089227426,1.573934506,1.492394542,0.886381667,1.599547053,1.02421993,0.811326664,0.490328712,0.77630814,1.140692948,0.914931472,1.249945597,1.002712032,0.595318321,0.478968941,0.475044005,1.412235702,1.102736421,0.889957265,1.288279727,1.266383935,0.735103712,1.393767451,1.179877894,0.753977603,0.896391043,1.230725631,1.162415034,1.439814344,1.404073882,0.812024165,1.046897136,-0.388577396,0.988702108,2.435501983,1.986898221,0.990403417,1.694212266,0.034976,0.037191984,0,55.56914616,58.31615778,6,4,2,1,0,0,0,1.894935736,0.434625733,0.305095495,0.172272228,0.316260373,0.00556775,1,0,3,2,0,2.4609736,1.813112245,0.118190173,17.76397682,2.250826142,0.21708229,4.808562453,1.015049682,1.752754118,0,0.831824924,3.633452145,0.208333333,0.64,0.5,5.732068689,0.02,0.018461538,129.05,0.32,0.438607488,5278.899693,5,4.001593511,4.547976439,0.791653134,0.677445002,2.390057615,34.75330823,29.37302808,5.316788604,9.967957042,9.967957042,20.7712116,43.8823877,35.07913167,11.71354429,5.817862778,5.824404498,46.57843287,5.316788604,11.38785599,5.316788604,25.47483934,0,5.414990469,42.98647549,22.29078092,0,10.95391572,5.824404498,28.70506082,0,24.78737429,18.19910121,54.88741017,4.983978521,17.76397682,4.614739465,1.892080439,1.518908258,8.079470191,0,6.093496787,4.457273975,5.773502692,12.60200501,5.085675265,0,10.26033406,10.26033406,0.410413362,0,2569.79687,2281.897836,0.889283744,5.429893724,30.210175,3,0,3,0,4,4.7135,0.733877551,0.062034486,0.061111111,0.0625,0.033444444,0.033333333,0.017834596,0.014370991,0.01225,0.008862069,0.454545455,4.007333185,10.20043903,60.0220307,8.4
Mol_67,32.39076745,2.759259259,3.409638554,3.021505376,2.545454545,224.3455121,179.9004742,182.3452412,7.625537687,1.837613773,1.429488981,1.249910419,160.5185484,167.84728,165.4014653,156.4840291,157.2341436,160.5942637,-86.12439156,-86.18117902,0.032449973,11.68523526,-10.85559762,-16.29042726,-2.242394538,0.012957033,-2.613879388,3.424252232,4.531156176,-3.449161053,-37.78096044,-1.693340506,49.04526129,-5.589805298,0.148023609,-0.128472393,1.48560466,-0.001803037,-0.275495477,0.013146747,0.216743848,0.03301864,0.075046366,0.286302143,0.094402595,0.062736748,0.112308572,-0.199939975,-0.104997681,-0.080811463,0.038440937,-0.026986666,0.009797564,-0.197273194,-0.240590105,-0.093299815,0.153250857,-0.116512413,-0.00911457,-0.064681712,-0.047256683,-0.117543974,1.454839382,1.033375133,1.485772892,1.021675145,0.911379111,0.7250863,0.541710984,0.929276784,0.992258353,1.023809524,1.306032677,0.920234277,0.797136692,1.20556182,0.895437393,1.031344196,1.036388207,0.787140176,1.029527974,1.098914364,0.878955611,0.835246923,1.164007908,1.023635936,0.947128688,1.245079634,1.031689543,1.341842298,1.189403511,0.962481432,1.063299074,-0.388501228,0.995936582,2.43553256,1.986439185,0.787778342,1.40323206,0.043933033,0.047881547,103.1262894,153.9079311,101.6894606,6,4,2,4,0,0,0,1.487272698,0.434625733,0.280381246,0.180604128,0.30443495,0.006144229,5,0,3,1,0,2.256231628,1.684839853,-0.63776396,17.47063827,0,-0.63776396,4.674326342,0.497243481,1.72269875,0,0.777985166,3.335743811,0.220588235,0.677083333,0.5,6.010661508,0.027777778,0.039636752,177.06,0.534883721,0.45322146,4907.181631,6,4.385453417,4.914636848,0.879997969,0.762039817,1.85175937,38.36448074,26.33949958,10.423316,9.967957042,9.967957042,12.84164325,31.04074445,36.08496283,17.3145951,5.817862778,5.824404498,31.2843373,11.86154501,11.38785599,5.316788604,37.1882487,0,0,42.98647549,22.29078092,5.601050811,0,12.3691609,47.96752569,0,24.78737429,18.19910121,25.25270269,0,17.47063827,14.82706813,1.041500076,1.354952759,10.73485572,0,0,0,0,15.63904685,5.085675265,0,12.05929829,10.29588159,0.428995066,1.763416698,3560.582552,1830.235007,0.457562878,5.421087944,24.190933,3,0,3,1,4,2.8038,0.449795918,0.02745026,0.070175439,0.034915123,0.036863799,0.023975694,0.010768761,0.007988998,0.003594026,0.003921466,0.454545455,4.007333185,10.14348822,72.37311488,7.5
Mol_68,32.56894645,3.317647059,3.552631579,3.071428571,2.488372093,249.4781581,226.2280479,203.7544705,7.564970684,1.954866491,1.564023989,1.312040785,155.1779628,160.4851105,162.0817858,153.0445514,153.120242,159.9240767,-78.31163708,-58.68902038,-3.171597633,1.372781065,-12.26035503,-16.9112426,-4.414383812,-0.365859556,-2.494901115,-1.785133163,4.756483996,-4.210180978,-30.04670066,-18.01395912,49.54657328,-19.07697192,0.207100592,-0.080019265,1.740029399,-0.000785436,-0.310357173,0.077807161,0.162367562,0.052234859,0.01641507,0.289950228,0.042389055,-0.035823736,-0.02631797,-0.191367387,-0.014157155,-0.075655057,0.024021174,-0.126661916,0.027467089,-0.188921612,-0.178613245,-0.043833066,0.123898849,-0.154012418,-0.032958987,-0.024456913,0.027159297,-0.048482305,1.464028831,1.184013193,1.528753781,1.059107045,0.780139516,0.709694308,0.500251509,1.001459979,1.002630239,1.061259745,1.297268908,0.84517157,0.881187573,1.137340614,0.920955385,0.898044486,1.146248572,0.704291475,0.941007327,1.111571141,0.815889218,0.863189589,1.209830696,0.938785925,0.899169871,1.081757191,0.93202522,1.232700797,1.239562806,1.159740889,1.088041685,-0.3881032,0.993871368,2.434400799,1.994902908,0.990379149,1.439288996,0.04503955,0.045768533,12.40435559,196.3135883,64.60557465,6,9,3,0,0,0,0,1.139697524,0.437394929,0.279880219,0.179909642,0.283676798,0.00490425,0,0,5,0,0,4.513752939,1.7374589,0,17.59296119,2.066513819,0,4.729760015,0,1.736686088,0,0.801292989,3.430836404,0.304347826,0.666666667,0.5,7.664699818,0.020833333,0.019333333,177.05,0.58974359,0.450086167,4931.665851,5,4.351905502,5.112199975,0.938122326,0.75977059,1.960515891,41.57415011,24.18951166,5.316788604,9.967957042,9.967957042,18.19910121,36.75265697,35.2275927,11.71354429,5.817862778,5.824404498,6.9237372,5.316788604,11.38785599,5.316788604,19.93591408,0,6.9237372,67.25194377,22.29078092,0,0,5.824404498,33.53507697,0,24.78737429,36.39820241,33.25882844,4.983978521,17.59296119,4.367002315,3.900697384,1.414348545,6.97889608,0,2.04386519,1.875750655,0,20.23091417,7.937690777,0,10.32923996,10.32923996,0.430384998,0,3521.314364,1183.211462,0.886428879,5.590986981,20.178105,4,0,3,0,3,4.13882,0.409795918,0.028670544,0.066066066,0.03125,0.036363636,0.021037582,0.009602865,0.006493506,0.0034375,0.005734109,0.454545455,4.007333185,10.12161856,58.733522,7.4
Mol_69,30.59617023,3.072164948,3.416666667,2.704081633,2.173913043,229.0293157,196.1311731,197.3317164,7.588237524,1.849168487,1.321622564,1.103702771,160.8307285,164.789852,164.3636078,152.4965955,159.124031,165.9730941,-90.105,-39.42,1.233125,8.760625,-21.9475,-17.81375,-2.357204861,0.024855527,-1.130944852,1.964801252,5.134379989,-6.246076466,-15.94050654,-11.73880454,62.22616289,-26.58475894,0.194229651,-0.025461957,1.381539709,0.00115924,-0.292639747,0.011833331,0.169170176,0.053446214,0.017690636,0.251945847,0.06810157,0.116709198,0.045008121,-0.276538201,-0.092805005,-0.077650341,-0.049393982,-0.029118114,-0.022378486,-0.134676211,-0.123470283,-0.107047411,0.022662151,-0.069630702,0.001932443,-0.051522616,-0.172883771,0.026685538,1.436150482,1.059804419,1.381689693,0.976301233,0.777690641,0.800612421,0.554979008,0.84778294,1.185097107,1.17795117,1.137026239,0.908341224,0.903601582,1.33774042,0.767507901,0.972368171,1.088601419,0.762516809,0.92603188,1.168184549,0.898446585,0.935570565,1.168582804,1.18993082,0.953714439,0.908814094,1.006296286,1.331943649,1.142057709,1.039636725,1.134967624,-0.388498864,0.987997883,2.435503868,1.986473228,0.788086285,1.467186727,0.045192318,0.048320029,151.7640099,154.2216636,107.9087369,6,4,2,3,0.176776695,0,0,1.691189295,0.434444421,0.270520978,0.175691753,0.296492739,0.005354335,4,0,3,1,0,2.278922666,1.696070956,-0.263822673,17.49287313,0,-0.263822673,4.697060185,0.10532746,1.722599797,0,0.781690287,3.450188256,0.230769231,0.684782609,0.5,6.035978541,0.028985507,0.041623188,170.06,0.525,0.44963059,4803.947734,6,4.465311532,4.921928095,0.906049088,0.787196175,1.679031486,39.28899634,25.00792969,10.423316,9.967957042,9.967957042,0,37.46156607,29.54020642,23.85935151,5.817862778,5.824404498,24.80139012,11.92367057,11.38785599,5.316788604,37.1882487,0,0,42.98647549,22.29078092,0,12.14580722,5.824404498,41.54670407,0,24.78737429,18.19910121,20.26872417,4.983978521,17.49287313,14.09431633,1.421072216,1.375718065,9.930651067,0,0,0,0,15.48308257,5.085675265,0,12.02574634,10.29894129,0.447780056,1.726805046,2313.356937,1823.253616,0.565933391,5.425500527,22.184519,3,0,3,1,4,2.4137,0.428571429,0.012345679,0.063492063,0.046875,0.037575758,0.025735294,0.010044643,0.006476665,0.006015625,0.00617284,0.5,3.970291914,10.30504504,58.14006775,8.3
Mol_70,31.30256823,2.982142857,3.397727273,2.757281553,2.226804124,241.8955448,225.7982261,230.899834,7.987638091,1.864392154,1.322631219,1.144496941,160.0133767,171.8482399,171.4527819,155.4471033,164.7059513,174.7126342,-24.2697395,-11.36228435,12.69779893,13.54967281,-24.15348007,-13.22010708,-15.59674699,-0.645976234,-4.843357888,6.488108072,3.634358263,-5.938218634,-50.89487423,-26.34829263,95.82391352,-35.98597171,0.15592878,-0.165886776,0.579839504,-0.015788601,-0.478142119,0.177277714,0.190089311,0.094453821,-0.006092934,0.354966534,0.306427943,0.161627987,0.332992958,-0.171131337,0.017476547,-0.110406673,0.507380486,-0.050962123,0.253503644,0.019958224,0.056030495,-0.052185012,0.09477651,0.169768241,0.101509417,0.171831454,-0.20434645,0.038077879,1.752462924,1.357992074,1.008088733,0.988799127,0.808975341,0.880970263,0.341828806,0.61817753,1.104441012,1.139821258,1.003699892,0.609812778,0.334523884,0.700431179,0.74378922,0.618924844,1.104364037,0.541777391,0.885035861,0.815740852,0.477695587,0.819127936,1.08834878,1.265716198,0.603093107,0.716953128,0.978715354,1.101584126,1.024293168,0.870690792,0.927638463,-0.388043795,0.987136862,2.435033632,2.206332844,0.526985544,1.806582412,0.030532298,0.039713806,5.500417288,0.230440332,58.42758231,6,3,3,0,0,0.11785113,0.003896748,1.553028525,0.430130119,0.302775274,0.167424128,0.287615467,0.004707502,0,0,5,2,0,-0.948972598,1.081199924,-4.969875773,16.11985515,1.922870895,-0.356578422,4.335362654,0,0.685840538,0,0.421582577,3.198357663,0.289940828,0.673076923,1,6.590522492,0.035714286,0.023402523,134.09,0.390243902,0.466998986,6376.957592,5,4.332208102,4.429769077,0.82682708,0.76373118,1.552408305,45.59152576,35.29926232,5.316788604,4.983978521,14.95193556,11.60093989,32.90394574,28.8822881,17.27699578,10.97097259,5.824404498,32.48643537,5.316788604,11.38785599,5.316788604,25.47483934,6.176298517,0,30.72326485,22.29078092,11.73975001,22.07989106,22.91763128,6.066367068,6.196843572,12.26321064,20.7712116,25.25270269,11.60093989,16.11985515,3.782247404,-1.122902118,0.314661281,-0.877786504,0,2.373554197,4.049852618,2.121320344,11.36175093,8.204062082,0,17.08757535,10.2323908,0.393553492,0,3808.796018,1911.829172,0.685196457,5.546641216,24.027105,3,0,3,0,2,4.9694,1,0,0.07751938,0.058035714,0.049090909,0.036458333,0.020535714,0.019661637,0.00546875,0,0.444444444,4.043051268,10.34325746,61.46553301,6.1
Mol_71,27.79875468,3.109756098,3.026315789,2.5,1.951219512,224.2438145,201.5474744,193.7079071,7.478174,1.829397032,1.330472336,1.08586353,159.5136818,163.8115893,164.307211,155.5098972,159.0877689,165.9179672,-106.0914127,-50.09141274,3.87465374,-2.060941828,-20.34210526,-17.24515235,-5.624538319,-0.670839279,0.324184431,-0.071497603,1.792064134,-5.33822145,-20.28024587,-14.18538815,46.36733125,-20.27945679,0.28216759,-0.051449226,1.931753024,0.00171318,-0.424791194,0.026386918,0.118030997,0.004706296,0.005351199,0.44147813,0.264570811,0.173370203,-0.082606776,-0.34653092,0.203317599,-0.002277785,0.119000989,-0.161951352,0.108142492,-0.190128484,-0.171219933,-0.028478071,-0.059072296,-0.115981059,-0.103192494,0.076719055,-0.130190985,-0.016082537,1.513474394,1.136487639,1.502158364,1.163473433,0.950837193,0.703129326,0.430759804,0.855792507,1.362798275,1.246331134,1.25139752,0.829378435,0.839707987,1.135846801,0.904959804,1.024481637,1.167387285,0.788576459,0.81376655,1.243713501,0.820054451,1.106638499,1.195660015,1.164146226,0.906220933,0.984887315,1.08779067,1.420654645,1.183391832,1.151927384,1.130134152,-0.388935362,0.987817936,2.43504167,1.987893627,0.990422662,1.671249749,0.040728305,0.043639405,13.71048837,47.67346781,61.69618453,6,3,3,1,0,0,0,0.986328707,0.447479348,0.282831588,0.178480007,0.306923919,0.005609469,2,0,4,0,0,3.612915433,1.83909675,0,17.60767946,2.13081423,0,4.691712963,0.878178146,1.762181201,0,0.844736395,3.372429375,0.3,0.666666667,0.5,5.837910112,0.023809524,0.022510823,109.05,0.421052632,0.458903134,4206.06834,5,4.576617645,4.83977554,0.902168021,0.819453603,1.703396209,37.48213037,23.05520072,5.316788604,9.967957042,9.967957042,6.9237372,31.04074445,36.08496283,11.71354429,5.817862778,5.824404498,20.26829602,11.86154501,11.38785599,5.316788604,26.48067049,0,6.9237372,36.92010842,22.29078092,0,0,5.824404498,40.81326872,0,18.59053071,25.25331491,27.19246137,4.983978521,17.60767946,4.36678973,2.897961729,1.559690098,8.164778833,0,3.176064421,2.813202491,0,14.28484433,6.813689581,0,10.24584689,10.24584689,0.487897471,0,2231.659036,1245.954183,0.8714698,5.413318759,22.184519,3,0,3,0,4,3.21712,0.406530612,0.012345679,0.071684588,0.041666667,0.034962963,0.027281746,0.010499339,0.010875955,0.005125,0.012345679,0.5,3.850147602,9.963500222,54.89605831,6.8
Mol_72,32.37725969,3.224719101,3.146067416,2.868131868,2.578313253,239.5132295,208.237587,194.3990196,7.523791506,1.889743371,1.387156687,1.299909962,158.1503409,162.0682189,161.2274121,157.6027285,160.8467161,161.5313087,-49.9525,-43.3325,-2.0625,-0.4375,-9.1875,-8.0625,-4.042847222,-0.040301105,-1.701497172,-1.088872088,1.05820708,-0.621359055,-25.89174288,3.933900238,13.05088535,8.952531045,0.190406977,-0.051957831,1.768183073,-0.001453734,-0.12153164,-0.018998163,-0.102879807,-0.016799206,-0.009332211,0.282563828,0.05880004,0.004361551,0.014612238,-0.074741479,-0.009966777,-0.041779628,0.008127796,-0.11500404,-0.004940493,-0.119005696,-0.111174387,0.025126971,-0.047650504,0.059444125,-0.051593472,-0.036823041,-0.049942553,-0.104414421,1.417423563,1.208689672,1.077994221,1.182676573,0.846034711,0.76348512,0.519721125,0.964842526,1.053808526,1.168992248,1.086378738,0.843180544,0.904363713,0.946600198,0.822662032,1.070198862,1.09592329,0.728008089,0.941196069,1.076604555,0.859786043,0.987886378,1.119248777,1.056975824,0.878038326,1.004784004,0.936939895,1.194678802,1.176754131,0.988980482,0.910651021,-0.387353885,0.993923765,2.435862844,1.991402921,0.920345468,1.410183769,0.051385022,0.051425411,11.81717141,279.7101963,52.04813349,6,7,3,1,0,0,0,1.190593126,0.437394929,0.279880219,0.179599334,0.286471252,0.005250455,0,1,4,0,0,3.445658751,1.742118239,0,17.43163671,2.113084373,0,4.698848734,0,1.710257464,0.120060232,0.797649702,3.494008881,0.307017544,0.666666667,0.5,7.236100047,0.025,0.038461538,177.06,0.575,0.454397064,5012.298433,5,4.646439345,5.203055907,0.955327398,0.811191318,1.687098586,41.85254736,22.9693469,5.316788604,10.08266033,9.967957042,30.33183534,18.55355576,23.82175219,23.47383935,5.817862778,5.824404498,12.96557803,5.316788604,11.38785599,5.316788604,25.14929918,0,0,61.1855767,22.29078092,0,6.041840829,5.824404498,22.2842392,5.563451492,24.78737429,24.26546827,44.5385806,4.983978521,13.45585461,11.21059777,2.838711472,1.404596981,6.990496032,0,2.087949026,2.172975479,0,17.83384215,7.937690777,0,12.27699124,12.27699124,0.511541302,0,2334.795889,2050.822418,0.916315997,5.557551738,20.611312,3,1,2,0,4,3.588,0.423718821,0.015104581,0.066066066,0.030285494,0.034934641,0.022508418,0.009751748,0.005761705,0.002589837,0.002157797,0.454545455,4.007333185,10.0830971,71.78837547,6.8
Mol_73,28.47484579,3.269230769,3.394366197,2.567901235,2,229.7338532,200.6573725,214.6446794,7.698119155,1.806232631,1.198692001,0.959481414,162.3162311,167.4995927,162.2029011,154.4651535,164.8951426,170.724897,-66.13959184,-12.61387755,2.346938776,9.075102041,-21.57632653,-12.56816327,-1.421496599,0.319259236,-1.608716198,3.520299586,2.234822647,-4.783986289,-19.87743262,17.81796427,30.74001804,-15.44250848,0.199613319,0.035187329,1.094718695,-0.002024934,-0.151797034,-0.036036212,-0.013764911,0.005578902,-0.017078799,0.220984164,0.023851746,0.088236117,0.086017948,-0.255081475,-0.151043399,-0.094362027,-0.087256201,-0.021778611,-0.027384477,-0.061026626,-0.155446075,-0.102791024,-0.036641036,0.027414768,-0.010951993,-0.046318247,-0.222748433,-0.262460642,1.383015911,1.099218539,1.096089436,0.990537052,0.806861607,0.885973206,0.555221194,0.84892992,1.158466219,1.285438144,1.041268932,0.915167619,0.941829294,1.268615355,0.744221448,1.04624396,1.200006653,0.733181458,0.94681742,1.205543712,0.873572752,0.94022939,1.16750915,1.318422166,0.961235527,0.930753552,0.962346774,1.284761391,1.189234726,0.82032477,1.037993911,-0.387358116,0.98799914,2.436006135,1.984042491,0.788087811,1.473611112,0.055052854,0.055555936,144.2929401,124.2627087,88.49341481,6,2,2,2,0.353553391,0,0,1.247122022,0.428981457,0.265776268,0.173982014,0.28317615,0.004820767,3,0,3,1,0,2.12804469,1.663805272,-0.237877457,17.16203731,0,-0.237877457,4.595393519,0.101808941,1.680804595,0,0.763833144,3.364888511,0.256849315,0.702380952,0.5,5.575599403,0.036507937,0.068849206,156.07,0.542857143,0.455881496,4345.376829,6,4.729283017,4.957854446,0.944297422,0.861145215,1.139265799,41.08435716,22.71268139,10.423316,10.08266033,9.967957042,0,18.90801031,17.77991136,35.61964657,5.817862778,5.824404498,18.3805685,11.92367057,11.38785599,5.316788604,42.40163379,0,0,30.85374135,22.29078092,0,12.14580722,5.824404498,35.12588245,0,24.78737429,6.066367068,30.46608778,0,13.23167753,20.46665423,1.343222789,1.310777589,8.749956853,0,0,0,0,12.17273446,5.085675265,0,13.94805195,12.24340118,0.583019104,1.70465077,1759.385413,1677.412313,0.481585676,5.384781719,18.604898,2,1,2,1,4,1.3517,0.420453515,0,0.079861111,0.03718638,0.038555556,0.023018519,0.01107973,0.005565863,0.012345679,0,0.444444444,3.891820298,10.16350291,75.64705889,6.7
Mol_74,33.39418452,3.252631579,3.293478261,2.978947368,2.541666667,234.6411214,214.8064588,182.3897609,7.605906957,1.837461806,1.432728918,1.263488086,160.5058982,159.6114651,166.1048206,158.9894899,159.7833183,163.5176027,-89.7755102,-39.89795918,-6.823696145,-1.912131519,-15.23696145,-14.00736961,-3.150604686,-0.920526389,0.22529871,-5.652096139,4.139506191,-3.414749872,7.881871541,-46.31690111,44.51027363,-6.127245945,0.246371882,-0.068062642,2.377701016,-0.0027386,-0.420233754,-0.061872114,0.088922127,-0.010225861,-0.029356652,0.364420804,0.072239793,-0.094668898,-0.050727884,-0.180041628,0.025319495,-0.038663677,0.064656321,-0.074176069,0.078273693,-0.091794013,-0.064569929,0.042706237,-0.030918639,-0.027894293,-0.121031788,0.061017402,0.000456412,-0.070180677,1.404762454,1.212266032,1.219120213,1.056916202,0.922846195,0.792045317,0.463632782,1.077765161,1.079449301,1.001426994,1.180984049,0.827383706,0.873349468,0.928024532,0.872683297,1.060599465,1.038060113,0.712343836,0.977843926,1.166336737,0.809994,0.97097044,1.098514671,1.012207446,0.847290076,1.118408668,1.05729093,1.392879375,1.008701879,1.291646936,1.044465079,-0.433929869,0.993004263,2.436140695,1.985785178,0.91217249,1.427918475,0.045283531,0.048719823,6.448813496,91.78954456,64.62696723,7,6,2,1,0,0,0,1.384506343,0.436440953,0.279053168,0.178241399,0.285273271,0.005065744,0,1,4,0,0,3.376027337,1.72217855,0,21.84130316,2.091479434,0,4.743223734,0,1.734949977,0.077456066,0.789933652,3.486639267,0.330508475,0.69,0.5,7.4548232,0.028,0.019692308,184.07,0.547619048,0.458701942,5265.004743,7,4.719349268,5.165894208,0.94917913,0.816304382,1.688945166,42.26953503,23.36253215,5.316788604,14.64975998,9.967957042,0,36.75265697,37.22127048,17.75538512,11.51179077,5.824404498,12.96557803,5.316788604,11.51833249,5.316788604,29.71639883,7.047671983,0,55.24968613,22.42125742,0,6.041840829,5.824404498,27.9781672,0,35.66602079,31.31314026,32.29114317,4.983978521,17.6363544,8.623832927,2.779071555,1.386889435,8.808422101,1.873838866,3.180133065,3.599304033,0,16.30518906,7.937690777,1.607893538,14.39121417,14.39121417,0.575648567,0,3502.298314,1805.864571,0.68269542,5.600041018,23.894519,3,1,3,0,4,2.9934,0.545351474,0.031735537,0.074074074,0.040064103,0.032993827,0.025190476,0.010496118,0.007781157,0.004766107,0.003526171,0.454545455,4.043051268,10.15801349,73.4887273,5
